composer	filename	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Bach	1032401-Prelude_No._4_BWV_873_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	128	217	157	292	222	263	201	60	64	60	27	13	0	0	0	0	0
Bach	1040681-Fugue_No._4_BWV_873_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	106	183	151	201	217	220	184	71	38	56	18	0	0	0	0	0	0
Bach	1066276-Prelude_No._5_BWV_874_in_D_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	23	151	231	265	243	206	215	170	58	15	22	4	0	0	0	0	0	0	0	0
Bach	1073231-Fugue_No._5_BWV_874_in_D_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	95	153	146	142	141	124	90	31	4	8	6	0	0	0	0	0	0	0	0
Bach	1098286-Prelude_No._6_BWV_875_in_D_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	3	0	14	91	115	79	153	195	185	118	49	24	52	13	0	0	0	0	0	0	0	0	0	0	0
Bach	1107771-Fugue_No._6_BWV_875_in_D_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	11	69	104	59	118	133	131	109	31	15	42	9	0	0	0	0	0	0	0	0	0	0	0
Bach	1133561-Prelude_No._7_BWV_876_in_E_Major.mxl.csv	0	0	0	0	0	0	0	1	1	4	21	95	146	161	108	105	129	111	36	5	10	9	3	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1141201-Fugue_No._7_BWV_876_in_E_Major.mxl.csv	0	0	0	0	0	0	0	0	0	1	12	81	111	127	104	85	115	83	21	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1169116-Prelude_No._8_BWV_877_in_D_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	78	120	96	122	132	156	119	47	24	40	26	2	0	0	0
Bach	1177476-Fugue_No._8_BWV_877_in_D_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	29	82	113	106	164	183	169	127	37	37	43	14	1	0	0	0
Bach	1207206-Prelude_No._9_BWV_878_in_E_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	12	100	178	141	140	125	133	114	31	7	25	3	0	0	0	0	0	0
Bach	1215101-Fugue_No._9_BWV_878_in_E_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	78	113	124	118	106	118	89	21	14	9	5	1	0	0	0	0	0
Bach	1251606-Prelude_No._10_BWV_879_in_E_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	76	142	99	128	190	216	191	121	35	49	28	3	0	0	0	0	0	0	0	0
Bach	1260556-Fugue_No._10_BWV_879_in_E_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	111	201	139	193	241	221	208	89	32	85	39	1	0	0	0	0	0	0	0	0
Bach	1293351-Prelude_No._11_BWV_880_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	1	10	24	115	219	186	191	209	207	174	72	17	33	17	1	0	0	0	0	0	0	0	0	0	0
Bach	1303106-Fugue_No._11_BWV_880_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	8	25	35	125	165	166	157	135	128	109	32	9	9	1	0	0	0	0	0	0	0	0	0	0	0
Bach	1340331-Prelude_No._12_BWV_881_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	2	2	26	72	111	72	98	117	110	70	15	22	30	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1350596-Fugue_No._12_BWV_881_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	14	103	147	92	162	165	180	160	46	22	67	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1392041-Prelude_No._13_BWV_882_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	106	220	234	187	220	209	180	67	18	37	20	0	0	0	0
Bach	1402696-Fugue_No._13_BWV_882_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	51	132	138	149	141	161	144	113	54	22	16	10	3	0	0	0
Bach	1444781-Prelude_No._14_BWV_883_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	65	113	84	112	166	149	108	42	17	52	18	0	0	0	0	0	0	0
Bach	1456381-Fugue_No._14_BWV_883_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	129	170	167	188	236	235	180	71	33	32	27	3	0	0	0	0	0	0
Bach	1497201-Prelude_No._15_BWV_884_in_G_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	78	157	147	148	106	115	95	30	3	16	1	0	0	0	0	0	0	0	0	0
Bach	1508786-Fugue_No._15_BWV_884_in_G_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	61	92	128	96	85	114	105	25	12	11	4	0	0	0	0	0	0	0	0	0
Bach	1550651-Prelude_No._16_BWV_885_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	1	11	53	61	52	81	102	95	59	20	17	29	9	2	0	0	0	0	0	0	0	0	0	0	0
Bach	1559631-Fugue_No._16_BWV_885_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	1	0	3	55	141	200	191	264	274	256	185	56	52	43	14	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1593551-Prelude_No._17_BWV_886_in_A_Major.mxl.csv	0	0	0	0	0	1	5	8	13	66	186	249	212	240	236	221	157	65	23	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1603931-Fugue_No._17_BWV_886_in_A_Major.mxl.csv	0	0	0	0	0	0	14	27	18	65	155	199	204	185	163	172	126	50	14	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1647251-Prelude_No._18_BWV_887_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	28	74	123	115	137	198	214	166	96	47	56	39	9	0	0	0	0
Bach	1659556-Fugue_No._18_BWV_887_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	23	100	215	144	207	274	253	220	95	43	73	39	2	1	0	0	0
Bach	1704556-Prelude_No._19_BWV_888_in_A_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	32	92	132	117	91	103	106	68	12	10	9	1	0	0	0	0	0	0	0
Bach	1718101-Fugue_No._19_BWV_888_in_A_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	69	108	101	112	105	114	101	45	16	10	7	0	0	0	0	0	0	0
Bach	1762886-Prelude_No._20_BWV_889_in_A_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	3	5	22	62	78	73	104	121	114	98	44	40	51	26	7	0	0	0	0	0	0	0	0	0
Bach	1777656-Fugue_No._20_BWV_889_in_A_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	9	73	79	66	98	106	111	94	45	25	40	16	0	0	0	0	0	0	0	0	0	0
Bach	1822451-Prelude_No._21_BWV_890_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	1	13	20	54	175	260	259	277	237	231	204	62	38	26	1	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1835741-Fugue_No._21_BWV_890_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	5	30	126	143	150	142	134	138	99	29	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1880941-Prelude_No._22_BWV_891_in_B_Minor.mxl.csv	0	0	0	0	0	0	1	0	24	118	152	117	173	190	191	147	40	30	36	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1892096-Fugue_No._22_BWV_891_in_B_Minor.mxl.csv	0	0	0	0	0	1	0	12	41	123	240	182	236	280	234	232	95	45	76	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	1938106-Prelude_No._23_BWV_892_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	90	149	162	152	124	159	115	55	13	8	6	2	0	0	0	0
Bach	1951591-Fugue_No._23_BWV_892_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	32	149	224	179	194	212	191	161	52	22	28	13	1	0	0	0	0
Bach	1994911-Prelude_No._24_BWV_893_in_B_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	81	107	107	120	129	158	102	30	20	32	18	3	0	0	0	0	0	0	0
Bach	2007701-Fugue_No._24_BWV_893_in_B_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	75	122	119	133	145	162	134	56	26	36	23	1	0	0	0	0	0	0	0
Bach	210606-Prelude_No._1_BWV_846_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	6	8	12	73	121	117	91	54	74	45	14	4	0	0	0	0	0	0	0	0	0	0	0	0
Bach	214901-Fugue_No._1_BWV_846_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	13	75	107	123	125	118	111	84	27	7	12	0	0	0	0	0	0	0	0	0	0	0
Bach	227966-Prelude_No._2_BWV_847_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	1	85	163	43	162	195	153	145	42	41	71	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	231261-Fugue_No._2_BWV_847_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	2	59	92	56	107	128	116	98	34	14	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	242986-Prelude_No._3_BWV_848_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	17	90	127	173	114	97	87	62	17	10	4	3	0	0	0
Bach	246301-Fugue_No._3_BWV_848_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	17	138	196	266	200	200	203	159	63	26	2	12	1	0	0
Bach	258631-Prelude_No._4_BWV_849_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	81	97	67	97	127	143	121	48	7	60	23	0	0	0	0	0	0
Bach	261621-Fugue_No._4_BWV_849_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	118	175	124	211	242	224	159	47	29	54	10	1	0	0	0	0	0
Bach	274576-Prelude_No._5_BWV_850_in_D_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	6	23	22	73	108	100	98	90	92	64	34	11	5	3	0	0	0	0	0	0	0	0
Bach	278266-Fugue_No._5_BWV_850_in_D_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	110	131	119	113	107	110	89	8	3	1	0	0	0	0	0	0	0	0	0
Bach	294636-Prelude_No._6_BWV_851_in_D_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	16	86	90	60	105	147	104	80	19	27	43	17	1	0	0	0	0	0	0	0	0	0	0
Bach	298826-Fugue_No._6_BWV_851_in_D_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	13	54	96	58	139	154	158	134	53	32	60	17	1	0	0	0	0	0	0	0	0	0	0
Bach	316381-Prelude_No._7_BWV_852_in_E_Major.mxl.csv	0	0	0	0	0	0	0	0	2	3	48	172	233	222	207	208	205	165	45	12	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	321601-Fugue_No._7_BWV_852_in_E_Major.mxl.csv	0	0	0	0	0	0	0	0	1	1	15	106	131	119	137	130	138	127	26	13	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	340831-Prelude_No._8_BWV_853_in_E_Minor.mxl.csv	0	0	0	0	0	0	2	19	103	87	72	122	140	162	103	24	29	41	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	346361-Fugue_No._8_BWV_853_in_D_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	128	186	138	219	249	220	177	40	34	64	8	0	0	0	0
Bach	366016-Prelude_No._9_BWV_854_in_E_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	26	67	71	82	63	55	65	40	15	10	1	0	0	0	0	0	0	0
Bach	371591-Fugue_No._9_BWV_854_in_E_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	91	116	116	96	101	108	92	18	1	10	1	0	0	0	0	0	0
Bach	393031-Prelude_No._10_BWV_855_in_E_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	148	160	87	225	164	208	130	16	35	45	3	0	0	0	0	0	0	0	0	0
Bach	399466-Fugue_No._10_BWV_855_in_E_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	1	11	30	61	88	101	110	124	106	74	47	31	26	13	2	0	0	0	0	0	0	0	0
Bach	420466-Prelude_No._11_BWV_856_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	27	128	114	137	94	105	106	82	45	28	45	16	0	0	0	0	0	0	0	0	0	0	0
Bach	426326-Fugue_No._11_BWV_856_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	9	92	116	110	109	88	116	100	29	9	16	0	0	0	0	0	0	0	0	0	0	0	0
Bach	449286-Prelude_No._12_BWV_857_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	7	53	66	34	84	110	119	80	18	14	39	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	456166-Fugue_No._12_BWV_857_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	0	1	12	86	159	142	161	204	227	182	101	46	55	43	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	480961-Prelude_No._13_BWV_858_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	46	59	66	65	48	68	63	17	8	5	9	0	0	0	0
Bach	488026-Fugue_No._13_BWV_858_in_F_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	94	156	140	151	126	140	94	26	2	10	2	0	0	0	0
Bach	511226-Prelude_No._14_BWV_859_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	95	50	87	96	108	87	25	5	18	9	0	0	0	0	0	0	0
Bach	516711-Fugue_No._14_BWV_859_in_F_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	50	112	86	110	146	136	131	60	33	43	17	2	0	0	0	0	0	0
Bach	535841-Prelude_No._15_BWV_860_in_G_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	49	80	101	90	81	60	66	42	15	17	0	0	0	0	0	0	0	0	0	0
Bach	541256-Fugue_No._15_BWV_860_in_G_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	1	2	16	151	285	271	234	264	236	222	96	15	16	20	0	0	0	0	0	0	0	0	0
Bach	564461-Prelude_No._16_BWV_861_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	17	62	113	38	163	155	117	116	14	19	23	5	0	0	0	0	0	0	0	0	0	0	0	0
Bach	571476-Fugue_No._16_BWV_861_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	15	78	96	69	97	134	126	90	28	14	30	7	0	0	0	0	0	0	0	0	0	0	0	0
Bach	598056-Prelude_No._17_BWV_862_in_A_Major.mxl.csv	0	0	0	0	0	0	0	0	0	5	64	125	125	103	80	79	87	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	609331-Fugue_No._17_BWV_862_in_A_Major.mxl.csv	0	0	0	0	0	0	0	0	0	18	105	137	137	127	141	122	101	20	9	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	635216-Prelude_No._18_BWV_863_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	62	72	65	90	89	81	74	29	12	19	8	0	0	0	0	0
Bach	641766-Fugue_No._18_BWV_863_in_G_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	65	80	88	99	131	143	105	36	30	35	17	7	1	0	0	0
Bach	667506-Prelude_No._19_BWV_864_in_A_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	69	104	88	82	97	82	72	18	2	8	1	0	0	0	0	0	0	0
Bach	674796-Fugue_No._19_BWV_864_in_A_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	153	196	177	179	188	177	136	34	13	17	0	0	0	0	0	0	0	0
Bach	700231-Prelude_No._20_BWV_865_in_A_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	1	13	62	77	63	73	110	98	57	31	20	31	11	1	0	0	0	0	0	0	0	0	0
Bach	707191-Fugue_No._20_BWV_865_in_A_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	5	57	232	298	278	358	379	398	287	96	72	63	25	0	0	0	0	0	0	0	0	0	0
Bach	734101-Prelude_No._21_BWV_866_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	2	3	3	11	41	91	127	83	66	101	76	23	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bach	742556-Fugue_No._21_BWV_866_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	17	107	144	128	149	121	140	106	22	12	20	2	0	0	0	0	0	0	0	0	0	0	0	0
Bach	770566-Prelude_No._22_BWV_867_in_B_Minor.mxl.csv	0	0	0	0	0	0	0	0	1	63	93	40	95	154	135	112	34	12	54	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	778221-Fugue_No._22_BWV_867_in_B_Minor.mxl.csv	0	0	0	0	0	0	0	8	14	78	99	76	129	132	126	87	21	21	32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	824336-Prelude_No._23_BWV_868_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	45	71	50	59	66	58	55	8	0	11	0	0	0	0	0	0
Bach	832636-Fugue_No._23_BWV_868_in_B_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	99	136	135	143	115	135	90	23	8	2	0	0	0	0	0	0
Bach	861731-Prelude_No._24_BWV_869_in_B_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	80	98	92	102	122	130	99	30	13	28	13	0	0	0	0	0	0	0	0
Bach	869596-Fugue_No._24_BWV_869_in_B_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	1	2	12	43	137	212	198	219	306	301	223	118	60	77	52	12	1	0	0	0	0	0	0
Bach	897876-Prelude_No._1_BWV_870_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	1	4	13	54	116	117	150	159	142	126	49	27	26	10	0	0	0	0	0	0	0	0	0	0	0
Bach	905966-Fugue_No._1_BWV_870_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	3	0	11	148	180	168	162	111	161	105	30	5	13	0	0	0	0	0	0	0	0	0	0	0
Bach	936016-Prelude_No._2_BWV_871_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	1	18	81	99	73	112	103	107	70	10	19	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	943546-Fugue_No._2_BWV_871_in_C_Minor.mxl.csv	0	0	0	0	0	0	0	0	0	1	11	51	80	55	84	139	110	76	29	17	41	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	971581-Prelude_No._3_BWV_872_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	85	137	160	146	97	107	72	26	14	8	0	0	0	0
Bach	978656-Fugue_No._3_BWV_872_in_C_Major.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	14	124	146	130	127	94	128	73	13	9	5	0	0	0	0
Beethoven	105462-Sonate_No._15_Pastoral_1st_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	9	15	25	64	289	823	593	436	366	607	496	223	44	150	79	10	0	0	0	0	0	0	0
Beethoven	105510-Sonate_No._15_Pastoral_2nd_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	1	75	147	73	166	316	444	227	75	56	139	72	19	1	0	3	0	0	0	0	0	0	0
Beethoven	105526-Sonate_No._15_Pastoral_3rd_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	43	123	71	80	71	99	52	9	5	16	3	2	0	0	0	0	0	0	0
Beethoven	105675-Sonate_No._15_Pastoral_4th_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	9	16	41	64	274	581	568	316	206	294	277	76	21	13	10	9	0	0	0	0	0	0	0
Beethoven	107515-Sonate_No._22_1st_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	6	113	76	108	351	541	466	360	302	311	300	106	11	70	19	1	0	0	0	0	0	0	0	0	0	0
Beethoven	108154-Sonate_No._22_2nd_Movement.mxl.csv	0	0	0	0	0	3	22	8	19	49	113	133	110	197	402	389	297	194	228	210	96	37	45	28	17	3	2	0	0	0	0	0	0	0	0
Beethoven	108296-Sonate_No._24_A_Therese_1st_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38	34	87	270	386	371	296	228	212	163	58	35	18	8	0	0	0	0
Beethoven	108535-Sonate_No._24_A_Therese_2nd_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	33	6	48	91	61	198	334	290	157	161	197	131	36	24	12	4	10	0	0	0
Beethoven	111229-Sonate_No._4_1st_Movement.mxl.csv	0	0	0	0	0	0	0	12	38	39	84	330	687	661	569	385	469	450	234	145	95	62	40	7	1	0	0	0	0	0	0	0	0	0	0
Beethoven	111409-Sonate_No._4_2nd_Movement.mxl.csv	0	0	0	0	0	0	0	0	2	15	37	93	50	48	133	234	283	205	117	123	91	57	29	2	0	2	0	0	0	0	0	0	0	0	0
Beethoven	111534-Sonate_No._4_3rd_Movement.mxl.csv	0	0	0	0	0	0	0	11	75	115	68	141	304	335	202	57	81	107	22	15	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Beethoven	113152-Sonate_No._4_4th_Movement.mxl.csv	0	0	0	0	0	0	0	1	2	1	18	303	553	766	469	399	496	325	107	82	146	39	24	7	10	2	0	1	0	0	0	0	0	0	0
Beethoven	115534-Sonate_No._6_1st_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	0	30	51	57	198	380	496	381	301	303	241	140	82	47	17	8	0	0	0	0	0	0	0	0	0	0
Beethoven	115654-Sonate_No._6_2nd_Movement.mxl.csv	0	0	0	0	0	0	7	0	15	54	168	190	118	141	206	196	107	12	26	77	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beethoven	115762-Sonate_No._6_3rd_Movement.mxl.csv	0	0	0	0	0	0	0	0	0	7	73	49	69	194	277	327	216	182	239	153	51	36	32	12	6	0	0	0	0	0	0	0	0	0	0
